Series Name,"Series Code","Country Name","Country Code","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Australia","AUS","3.86865768166436","1.92938679706415","3.856686720792","3.07079872147182","4.14937434487798","3.2066423006508","2.9828702853226","3.75765786437918","3.70669950604605","1.81967826084417","2.01818214420197","2.37956133560841","3.63272030319823"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Austria","AUT","3.36840771488365","1.35051607992412","1.65585494261917","0.756156575984136","2.70574308750665","2.14068259595112","3.35083135763318","3.621510423492","1.54726383930861","-3.79907504838874","1.92867305613767","2.80799993211767","0.757314345720772"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Azerbaijan","AZE","11.0999992535406","9.89999999999999","10.5999992015725","11.2000002371477","10.2000003982988","26.4000008082431","34.4999995102935","25.0489995231791","10.7724207826314","9.41065376397619","4.85433932383958","0.0659227678492726","2.20000018843571"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Bahamas, The","BHS","4.149246399763","2.62562712099302","2.7046295125315","-1.26474462878853","0.882884232581944","3.39529266953875","2.51686384101369","1.44652221530914","-2.32393724789044","-4.17525917522813","1.53877885334302","0.612902595753823","2.21731297852183"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Bahrain","BHR","5.29999479407712","2.49103356534492","3.61414828908676","6.02395119599457","6.98094698388441","6.768939708829","6.46856767156123","8.29244382201286","6.24512834138467","2.53977246949495","4.33440708785902","2.10018410872759","3.5887045713562"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Bangladesh","BGD","5.2932947184604","5.07728777597312","3.83312394005608","4.73956739916446","5.2395329104527","6.53594494052352","6.67186826509662","7.05863620607012","6.01378975923306","5.04512479417738","5.57180227396866","6.46438388047517","6.52143507837333"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Barbados","BRB","4.50733752620545","-2.40722166499498","0.822199383350466","2.14067278287462","1.39720558882235","4.03543307086613","5.67644276253547","1.70098478066249","0.440140845070431","-4.03155127081507","0.273972602739732","0.728597449908918","0.27124773960216"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Belarus","BLR","5.80000000000005","4.72530600626246","5.04526731762394","7.04319267515923","11.4497429270061","9.40000000000001","10","8.60000000013864","10.2000000000983","0.200000000044014","7.74078121556398","5.54371146099548","1.73139122338632"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Belgium","BEL","3.63381720812023","0.811463997377572","1.78045214903302","0.774536137034218","3.63480082161604","2.09422151790646","2.49946444651674","3.39747191374433","0.747103203848695","-2.28487900364664","2.6948255377054","1.7968378886938","0.151259665907872"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Belize","BLZ","13.0387621268347","5.01566299905735","5.11855944291548","9.3292487028497","4.64808729598319","2.57800880890768","4.58160036994624","1.10558612731653","3.22910131621923","0.713250728261499","3.32387112431655","2.10395080383485","3.82474878288322"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Benin","BEN","5.85999210110583","5.33041085668984","4.64447002567962","3.44404484874129","4.42962902368194","1.71157762807459","3.94701374716007","5.98651552196785","4.89339391821042","2.31922692435856","2.11685012701102","2.96275035081007","4.64302307573176"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Bermuda","BMU","9.31715557653585","7.2224360086321","-1.47779037455827","3.41070620413235","2.32126647646751","1.67420714931701","5.54386592809534","2.84589011430658","1.52789390961543","-5.28417714947457","-2.09411353414293","-3.33949441020565","-4.8345401709793"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Bhutan","BTN","6.93302423977509","8.20377386131203","10.7278406117878","7.66433404214091","5.89640819205567","7.12255964997142","6.84936593196244","17.9258249448258","4.768354225598","6.65722379603399","11.7308543603364","7.89091389329108","5.07170981496216"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Bolivia","BOL","2.50781080899483","1.68379912721825","2.48556573783829","2.71133983700673","4.17329558916248","4.42143312687979","4.79700882356067","4.56438390229535","6.14849719501387","3.35700125894111","4.12672256468305","5.20409271802829","5.12227466098376"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Bosnia and Herzegovina","BIH","5.50000043583101","4.39999950666288","5.30000026724034","4.00000006535353","6.09999977115795","4.99999992596616","6.5244815603245","5.97914529331456","5.59364361619173","-2.71899692477753","0.842033057219993","0.957763335879449","-1.20693927596051"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Botswana","BWA","1.98769585438754","0.250573866722732","6.06953086765014","4.62589479191556","2.70582173663567","4.55664565732843","8.36387106895727","8.28014749331049","6.24211724673039","-7.65231020253476","8.56363174773267","6.04831636706808","4.83154279471525"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Brazil","BRA","4.38302453253019","1.27902466530881","3.07172489105554","1.22320541938372","5.6606735304683","3.14890004348749","3.99932427622596","6.00580182696643","5.01931601343726","-0.235978102299356","7.57206715522901","3.91638218841443","1.7624888050685"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Brunei Darussalam","BRN","2.84942175923445","2.74404081619319","3.87209724928054","2.90395513321562","0.504318384367394","0.387506908960717","4.39772015924092","0.154581460251663","-1.93971450739593","-1.76453572461672","2.59896591145289","3.42981847698816","0.948354661791612"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Bulgaria","BGR","5.01094936589777","4.24802536795863","6.01812213193644","5.0775222691301","6.55556657808111","7.23619299654061","6.7531338642552","7.67535068452476","5.64700542878191","-4.21972706220618","0.054557983103237","1.57999999999998","0.239999999999981"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Burkina Faso","BFA","1.82024189276156","6.61339955512814","4.35300432287377","7.80243989821501","4.47847434866785","8.66186160516736","6.25315860358158","5.65500511828274","7.29449815007297","2.96201437138612","8.44632518323239","6.52176944827904","6.45267475358607"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Burundi","BDI","-0.856864059223554","2.05580710931326","4.44651941891463","-1.22372795923965","4.83365776164824","0.900000002864005","5.38465739821253","4.78583195088814","5.04811878327607","3.46842542500001","3.78590254312172","4.19162568095399","4.01936552951105"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Cambodia","KHM","8.76678543878695","8.03863162927392","6.68788084783083","8.50589878909878","10.3405287268833","13.2500855570881","10.7710871626847","10.2125718078093","6.69157747471078","0.0866969592705971","5.96307857538696","7.0695699458918","7.2613227425049"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Cameroon","CMR","4.17358103169366","4.51427108687706","4.00904457129397","4.03099331564998","3.70185405379226","2.29685285606908","3.2240029845407","3.2556644929842","2.88404623386009","1.93185059072778","3.26864887397058","4.14059184658242","4.58873870051141"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Canada","CAN","5.12312240861962","1.68837418964189","2.801868065994","1.92531745748907","3.13878825993477","3.16312962405641","2.6217816877294","2.00831101361989","1.17542627481807","-2.71147114222747","3.37425422427813","2.96010247438441","1.92286357507182"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Cabo Verde","CPV","14.2848688321225","2.23165449284959","5.25089124613551","4.17625930175211","10.1970726091433","6.91245798811823","7.98375044704545","15.17068796854","6.65052052259701","-1.27040367455733","1.4669127093504","3.96878381178203","1.08191831071156"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Cayman Islands","CYM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Central African Republic","CAF","-2.48945010053551","4.46478264871362","3.61648801618408","-5.39746923565573","5.99499172569583","0.908086104179361","3.63931118650444","4.60756198313561","2.05412656187242","1.70922096714969","3.04665685156192","3.30073970667341","4.1127562147026"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Chad","TCD","-0.879681025444839","11.658134654294","8.49120981898056","14.7216670121033","33.6293718524659","17.3325337350837","0.648262014094513","3.27149957888643","3.05269153196828","4.21769555189633","13.5501008595489","0.0828697984381961","8.88257607170316"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Channel Islands","CHI","5.82664146877514","-1.51296126027543","-1.6322065976114","-3.2021569420483","0.224197396296447","1.37773415696212","4.88229936411699","5.89832966146942","NA","NA","NA","NA","NA"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Chile","CHL","4.49579299699077","3.34818039063991","2.16690863388931","3.95674848137746","6.04108673918763","5.55945253083594","4.40497269031522","5.16082559987021","3.2924548973333","-1.03643177886241","5.75370890317419","5.83964058455817","5.45713061747384"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","China","CHN","8.42928216038324","8.29837441055641","9.09090909057258","10.0199733687534","10.0756429654874","11.352391423495","12.6882251044697","14.1949616723985","9.6233774862006","9.23355109472858","10.6317082336546","9.4845062015219","7.75029759317401"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Colombia","COL","4.41999299958138","1.67789830770366","2.5039804654986","3.9182719036083","5.33302206745392","4.70655593383118","6.69751525770525","6.90062765541227","3.54680488578106","1.65154924529054","3.97180070473753","6.58951151557115","4.0439438063715"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Comoros","COM","10.8480749827758","2.3329364646896","2.32477925914247","2.10410195294466","1.91960237946122","2.8374077642229","2.64689986791771","0.800152799016246","0.400266855234975","1.94999997780698","2.19999998173274","2.60000008817858","2.99999997193268"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Congo, Dem. Rep.","ZAR","-6.91092731585562","-2.10017302552295","2.94776518419376","5.57782231128925","6.73837393229988","6.13515115589797","5.32098105753636","6.25946984686092","6.2259002869101","2.85506010603413","7.07888942408586","6.86463002728854","7.15785962795061"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Congo, Rep.","COG","7.57598039215685","3.80260190016178","4.58187006145742","0.813264074715363","3.47663162277505","7.75575897797003","6.23599701269603","-1.58222275043937","5.57226417275646","7.46887803230689","8.75165579918745","3.42062126985299","3.79999585362292"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Costa Rica","CRI","1.80082459954953","1.07639631702581","2.90218509100173","6.40451078321793","4.25945277360225","5.88637731275065","8.77964095890734","7.93534051473679","2.7316204215889","-1.01571886151348","4.95432052677604","4.517746473806","5.16758277847948"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Cote d'Ivoire","CIV","-2.06840005678232","0.121371915123646","-1.66764213793115","-1.35953594297264","1.23177283997175","1.72124736731733","1.51584236363406","1.76503678370024","2.5428414760909","3.25145371882851","2.01763859205302","-4.38725478860674","10.7065041030208"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Croatia","HRV","3.76749617151033","3.43440436548457","5.24647452940856","5.55790703543624","4.08281068785415","4.16384089738375","4.78512087802355","5.1500049796031","2.05336549993108","-7.38378299987839","-1.7012497631566","-0.281262662136228","-2.18742917222276"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Cuba","CUB","5.91586571429636","3.18223018586652","1.42859080980595","3.79136459698786","5.77087884118474","11.2017130777526","12.0658059009197","7.26213703416234","4.11682805941373","1.44911671714483","2.38833291202934","2.80296433563252","3.0143904652813"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Curacao","CUW","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Cyprus","CYP","5.67338023087713","3.57605668752929","3.22060624281657","2.78819671733241","4.37939899847839","3.86310946126042","4.51682903055416","4.89323901357616","3.6207152396498","-2.04219811772404","1.39064405751216","0.261283104557293","-2.38453114470011"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Czech Republic","CZE","4.29413605934765","3.05152128302544","1.64694964030225","3.60184254523428","4.9474562570911","6.44226229961096","6.87654426975558","5.52926633870676","2.71095557125116","-4.84178529599535","2.29508968687023","1.96661263222273","-0.900306692159859"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Denmark","DNK","3.74689051843748","0.82315607499072","0.466298252445085","0.390091338890159","2.63895105108132","2.43702951569331","3.79674260857645","0.824417531675238","-0.717955925971481","-5.08793606054171","1.62513291816535","1.15214252475052","-0.655226089002142"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Djibouti","DJI","0.416213954228041","2.04776441283741","2.61856229004907","3.1999593649289","3.82647610015981","3.16960116903758","4.79986468272354","5.10006138735422","5.79996261856923","5.03262705782332","3.48691748925121","4.46751452602494","4.84237957254818"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Dominica","DMA","0.375310954197673","0.473103033957003","-1.75316025449585","7.68721304923601","3.2501442362761","-0.0882423765572753","2.9296875","6.35673624288424","7.04727921498662","-1.16666666666667","0.67453625632379","0","-1.25628140703517"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Dominican Republic","DOM","5.65660487692379","1.80922948836022","5.78820731626821","-0.253358809847384","1.31195821990448","9.26275007449469","10.6711548406755","8.47462478045857","3.143711456701","0.935781295417272","8.30215280034723","2.82088449073947","2.62950620797847"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Ecuador","ECU","1.09180156435758","4.01562989958492","4.09677665885357","2.72287733695475","8.21102091734036","5.29130826699402","4.40352643383186","2.19006397224541","6.3571305999083","0.566491592100093","3.52529866894027","7.86814091910996","5.641962066712"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Egypt, Arab Rep.","EGY","5.36800596653157","3.53522567762784","2.37048910032468","3.19345473739772","4.09207161125322","4.47174447174446","6.84383819379116","7.08782742681046","7.15220293936281","4.6850406021169","5.13898583215666","1.82184437597417","2.19184690487997"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","El Salvador","SLV","2.1526524965072","1.70893639622891","2.34082274762717","2.30003827018754","1.85053558290622","3.56281450102233","3.91194864459077","3.8397651770274","1.27422730111427","-3.13304628167124","1.36478366726975","2.21683561040105","1.88095546069935"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Equatorial Guinea","GNQ","18.2137799548991","63.379875425727","19.4628340334871","13.9552503188635","37.9987268559979","16.748700605341","7.70491760585084","12.2521709083931","9.9083756130895","-4.53471895687936","-3.82502188245593","1.9390840675846","5.76049870840316"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Eritrea","ERI","-3.14198674619691","8.75543631332825","3.00542865063503","-2.65551536421624","1.45173436253818","2.5744496012273","-0.969216372826736","1.42682175033872","-9.7830297462648","3.87650192032112","2.19418976921348","8.67980038573106","7.01710885197124"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Estonia","EST","10.5680819364531","6.32867264287459","6.07641942043406","7.41621054210093","6.2947270289115","9.37373678411686","10.2718652308439","7.74820306228075","-5.41946351118037","-14.7244023904974","2.46277332627901","7.58312514819815","5.1825781406402"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Ethiopia","ETH","6.07321749231049","8.30130632157497","1.51472569321093","-2.16135972141942","13.5726031535762","11.8187659353249","10.8347270718859","11.4561669954333","10.7885216814493","8.80255320238865","12.5505383420509","11.1782962356071","8.64781163539097"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Faeroe Islands","FRO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Fiji","FJI","-1.69999924586102","1.99999884701114","3.20000059127634","0.999998967861487","5.30000099480719","0.699999968310735","1.85248246981142","-0.850653611349145","1.03279428455407","-1.3860375032742","2.95467315574027","-3.05027611244088","1.63499038607291"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Finland","FIN","5.63484745219101","2.5807920754502","1.6803250889493","1.99398408693965","3.92605717547447","2.77995503098056","4.05519744386183","5.18480080885459","0.720668487409924","-8.26903655827105","2.99233750220186","2.57081774452163","-1.42618935959564"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","France","FRA","3.87516225904459","1.95444942459253","1.11845689155015","0.819531669596628","2.78642411077925","1.60771381415587","2.37494689958575","2.36149887323958","0.195294765594184","-2.94134105462597","1.96565737478667","2.07922917455807","0.18269303354748"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","French Polynesia","PYF","4.0000003434361","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Gabon","GAB","-1.88296639629203","2.1352334211979","-0.249033168543434","2.2473300115045","0.689543058464849","3.90070546559829","-3.63463743421055","6.48662008876767","-3.03019169658215","-1.1958595350809","9.13559174922239","7.09175334078003","5.25107692053524"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Gambia, The","GMB","5.50000017414997","5.80000023581577","-3.25000030726741","6.8699998028644","7.05000005510425","-0.941676149617649","1.12409961936244","3.63102583200823","5.73464197523039","6.44969584328621","6.52463270358541","-4.32866900963977","5.8622304744346"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Georgia","GEO","1.83834178668729","4.80545213578863","5.47383808471547","11.0581021189279","5.85732977251543","9.59964080415958","9.38327629663172","12.3439998799117","2.31404742935959","-3.77577455717272","6.25302862624761","7.19999906329845","6.18211732809738"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Germany","DEU","2.96204536784524","1.69547145188611","0","-0.709906171880789","1.16997041286515","0.70671394810023","3.70015957205484","3.26053529682157","1.08231540391905","-5.61886043465857","4.07993330487069","3.66000015503516","0.405170675144007"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Ghana","GHA","3.70000011463813","4","4.49999969929409","5.19999998393914","5.59999998982201","5.90000395288151","6.39991241856389","4.3468191531195","9.14979909377527","4.84575613200906","7.89974029268168","14.0460026323343","9.29251186911659"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Greece","GRC","4.20515537354547","3.8433329371917","3.92287184229497","5.79453126444159","5.06099256477832","0.599142055474161","5.6524337201578","3.27374685710487","-0.335172557312063","-4.3007336666282","-5.4790371077553","-9.13249415322949","-7.30049393532073"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Greenland","GRL","7.10159700985361","1.26903553299516","-0.971177944862461","-0.379626700411592","2.66751349634775","1.97958552428175","4.46898089171921","5.51305977922158","0.345909084286717","-5.4119862937394","NA","NA","NA"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Grenada","GRD","1.87290128238165","-2.02390004072058","3.43732352954147","9.46397343076488","-0.647450316084857","13.2730638678244","-4.01770878362142","6.15058324496289","0.949050949050957","-6.61390991130281","-0.511266937503308","0.764824540744357","-1.1552953072074"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Guam","GUM","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Guatemala","GTM","3.60886874513247","2.33257631854922","3.86662422580339","2.53079034427716","3.15208189033464","3.26011059925256","5.37977689572502","6.30405662844164","3.28107988988668","0.526043033856809","2.86948749178579","4.16204914263771","2.96985720433338"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Guinea","GIN","2.50306056147113","3.65834647102447","5.16460946578104","1.24860125990523","2.34011731265396","2.99727256148894","2.49672856894072","1.75768235072189","4.93693270868818","-0.280192286320428","1.93621742315426","3.90876144969184","3.94411198887266"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Guinea-Bissau","GNB","5.42698736686771","2.18890681470731","-0.985177524991386","0.568510176088452","2.76140199048032","4.26542519504669","2.30975012438857","3.2046686856374","3.20491048342926","3.31440769675497","4.4320216722531","9.02865559427109","-2.23331753888961"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Guyana","GUY","-1.37672751529253","2.24999929681024","1.05100076834334","-1.00525524951213","3.29392479101453","-1.95691115555377","5.12960935489706","7.02031345100424","1.97664705777827","3.31862417043105","4.37086941707123","5.43712605818867","4.81645891708612"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Haiti","HTI","0.875239923224555","-1.04269731334198","-0.261498231041372","0.362430598396074","-3.51133307721861","1.79168657429527","2.25299225533911","3.34327901461251","0.843944329286344","3.08324768756422","-5.49779233727389","5.52373775433308","2.88509605084626"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Honduras","HND","5.74814817447076","2.72319327321382","3.75433786119939","4.54703805165396","6.23230296069099","6.05059922215976","6.56724355177587","6.18832716678008","4.23160011009342","-2.43162787988014","3.73114034433009","3.83569066207508","4.12868774866939"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Hong Kong SAR, China","HKG","7.6634859133159","0.560802765728539","1.65665505985264","3.05632830137237","8.70009521248375","7.38814313185858","7.03258332311168","6.4647487078356","2.12786418562463","-2.45911374959339","6.76761055879329","4.81467572425889","1.70030266269652"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Hungary","HUN","4.22741024770275","3.84914160566605","4.48083868501305","3.84390361746168","4.93771437534936","4.35462358103121","3.80635997718166","0.42581997013788","0.839345785330963","-6.55907806016953","0.743197936382074","1.75750167300053","-1.68889510283377"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Iceland","ISL","4.72363671936775","3.76263349334234","0.453358279861888","2.74182506179687","8.22032765465836","5.96035803142179","4.20637027048396","9.49291031379687","1.47878161806223","-4.68117158678905","-3.58866839124985","1.98812080951683","1.18293161147011"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","India","IND","3.84099115681246","4.82396626420316","3.80397532123557","7.86038147525927","7.92293661312628","9.28483150737219","9.26395889780731","9.80136033671504","3.89095706249572","8.47978662162245","10.2599629890244","6.63835345019071","5.08141792467411"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Indonesia","IDN","4.920064597322","3.6434664472154","4.49947539085692","4.7803691216759","5.03087394501776","5.6925713038347","5.50095178520269","6.34502222667253","6.0137036000902","4.62887118256319","6.22385418062284","6.1697842077098","6.03005065305615"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Iran, Islamic Rep.","IRN","5.84552747578225","2.39217271207835","8.07882927975234","8.63929839720056","4.33666597851075","4.20869035607232","5.7042519175931","9.11616736530347","0.923695792130005","2.31471061930999","6.57737435246426","3.74969048564793","-6.60868725474462"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Iraq","IRQ","1.40647481160011","2.30531698397347","-6.90018022341792","-33.1008380241267","54.1577746162305","4.40061719191004","10.1581995820029","1.37759814755975","8.22810710383277","3.37929909442774","6.40256484471192","7.546471200426","13.9364301737537"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Ireland","IRL","10.2287525473907","5.83350280596741","5.93668016194282","3.84219619222243","4.40513207033561","6.33412556148576","6.30972902305902","5.54275082542036","-2.16241015727991","-5.63836661029117","0.398613831710051","2.58808429929213","0.151117553950613"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Isle of Man","IMY","5.33836427855073","5.37616633442804","5.86897488404246","6.3277788827337","5.2","5.89999999999999","7.70000000000053","7.50000000000202","NA","NA","NA","NA","NA"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Israel","ISR","8.94202306217689","0.241579638870633","-0.0682747777937891","1.17713426100036","5.11405171666108","4.38991471831109","5.80180836318571","6.1350789964127","3.05940704820014","1.26866190440762","5.51702293450367","5.03018958373758","2.8799142795976"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Italy","ITA","3.71014968668139","1.77280479262862","0.2507783634031","0.15264920815865","1.58326986092131","0.949616237138713","2.00640492621345","1.47412115960459","-1.04982023279506","-5.48138016114207","1.71058185843889","0.586819402557765","-2.81793859650334"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Jamaica","JAM","0.87870354796236","1.34492956396697","1.99729094407155","3.66631759279021","1.32372509977827","0.893797935945003","2.89912534958872","1.43195403665118","-0.722309040323736","-4.42521055235517","-1.4889441848233","1.72321110393024","-0.603505605168152"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Japan","JPN","2.25749530218789","0.355461714844068","0.289548450888503","1.68511172176457","2.36073011347646","1.30272814427119","1.69290424492254","2.1921862325069","-1.04163603444127","-5.52697648865967","4.65203015430662","-0.452724839090976","1.75368977535797"
GDP growth (annual %),"NY.GDP.MKTP.KD.ZG","Jordan","JOR","4.23981747754981","5.27137063965377","5.79238550921851","4.16375172841032","8.56273739355717","8.16378021946711","8.09333116140292","8.17571902230385","7.23240848035714","5.47658104974045","2.33683030118534","2.56080879892622","2.65120334919015"
